side,seen_idx,exec_px,qty,fee,reason,signal_ts,signal_dir,bsp_type,pred_ret,ret_th,bucket,pnl,entry_px,entry_idx
buy,75898,229.7,685.0234269942102,0.0,OPEN_LONG pred_ret=1.56% [bull],2020/05/22 17:40,buy,2s,1.56102454662323,-0.5,bull,,,
sell,75936,234.15,685.0234269942102,0.0,CLOSE_LONG pred_ret=6.12% [bull],2020/05/26 05:05,sell,1,6.121069431304932,-0.5,bull,3048.3542501242473,229.7,75898.0
buy,75943,233.86,685.8728958808446,0.0,OPEN_LONG pred_ret=1.63% [bull],2020/05/26 05:40,buy,3a,1.6259409189224243,-0.5,bull,,,
sell,75955,233.98,685.8728958808446,0.0,CLOSE_LONG pred_ret=5.08% [bull],2020/05/26 06:40,sell,2,5.083505153656006,-0.5,bull,82.30474750568497,233.86,75943.0
buy,75962,233.42,687.5183796512724,0.0,OPEN_LONG pred_ret=1.23% [bull],2020/05/26 07:15,buy,1p,1.2280757427215576,-0.5,bull,,,
sell,76075,229.68,687.5183796512724,0.0,CLOSE_LONG pred_ret=5.07% [bull],2020/05/26 16:40,sell,3a,5.069660663604736,-0.5,bull,-2571.3187398957457,233.42,75962.0
buy,76105,229.3,688.6577472233068,0.0,OPEN_LONG pred_ret=1.60% [bull],2020/05/26 19:15,buy,2,1.5962603092193604,-0.5,bull,,,
sell,76114,231.47,688.6577472233068,0.0,CLOSE_LONG pred_ret=3.64% [bull],2020/05/27 04:00,sell,1p,3.640334129333496,-0.5,bull,1494.3873114745672,229.3,76105.0
buy,76173,229.16,695.5996192606862,0.0,OPEN_LONG pred_ret=2.56% [bull],2020/05/27 08:55,buy,2s,2.556351661682129,2.3999999999999995,bull,,,
sell,76203,225.85,695.5996192606862,0.0,CLOSE_LONG pred_ret=3.52% [bull],2020/05/27 11:25,sell,2,3.5200817584991455,-0.5,bull,-2302.4347397528727,229.16,76173.0
buy,76310,229.53,684.4472356991504,0.0,OPEN_LONG pred_ret=2.32% [bull],2020/05/28 04:25,buy,1,2.3236639499664307,2.2999999999999994,bull,,,
sell,76318,229.77,684.4472356991504,0.0,CLOSE_LONG pred_ret=2.77% [bull],2020/05/28 05:05,sell,2s,2.7698802947998047,2.4499999999999993,bull,164.26733656780232,229.53,76310.0
buy,76326,229.35,685.7006380928441,0.0,OPEN_LONG pred_ret=2.57% [bull],2020/05/28 05:45,buy,2,2.569566249847412,2.2999999999999994,bull,,,
sell,76338,229.63,685.7006380928441,0.0,CLOSE_LONG pred_ret=2.79% [bull],2020/05/28 06:45,sell,3a,2.787534236907959,2.4499999999999993,bull,191.99617866599712,229.35,76326.0
buy,76352,229.41,686.358212480972,0.0,OPEN_LONG pred_ret=2.35% [bull],2020/05/28 07:55,buy,2,2.353074789047241,2.2999999999999994,bull,,,
sell,76368,228.81,686.358212480972,0.0,CLOSE_LONG pred_ret=3.16% [bull],2020/05/28 09:15,sell,3a,3.1570255756378174,2.4499999999999993,bull,-411.8149274885793,229.41,76352.0
buy,76446,229.72,683.6393113258367,0.0,OPEN_LONG pred_ret=2.40% [bull],2020/05/28 15:45,buy,2s,2.3970210552215576,2.2999999999999994,bull,,,
sell,76459,231.02,683.6393113258367,0.0,CLOSE_LONG pred_ret=3.98% [bull],2020/05/28 16:50,sell,2,3.9810776710510254,2.4499999999999993,bull,888.7311047235955,229.72,76446.0
buy,76491,230.02,686.6113977153935,0.0,OPEN_LONG pred_ret=2.36% [bull],2020/05/28 19:30,buy,2s,2.358206272125244,2.2999999999999994,bull,,,
sell,76521,230.46,686.6113977153935,0.0,CLOSE_LONG pred_ret=2.40% [bull],2020/05/29 06:00,sell,2s,2.3979105949401855,2.0999999999999996,bull,302.1090149947716,230.02,76491.0
buy,76572,229.36,689.9043543664527,0.0,OPEN_LONG pred_ret=2.26% [bull],2020/05/29 10:20,buy,2s,2.260854721069336,2.2499999999999996,bull,,,
sell,76587,230.0887,689.9043543664527,0.0,CLOSE_LONG pred_ret=2.17% [bull],2020/05/29 11:35,sell,2s,2.1676599979400635,2.0999999999999996,bull,502.7333030268169,229.36,76572.0
buy,76687,233.43,680.0291137408063,0.0,OPEN_LONG pred_ret=2.30% [bull],2020/06/01 04:00,buy,2,2.2968404293060303,1.6999999999999993,bull,,,
sell,76791,233.9,680.0291137408063,0.0,CLOSE_LONG pred_ret=2.70% [bull],2020/06/01 12:40,sell,1,2.6961774826049805,2.499999999999999,bull,319.61368345817823,233.43,76687.0
buy,76810,234.08,679.5061931987979,0.0,OPEN_LONG pred_ret=1.80% [bull],2020/06/01 14:15,buy,3a,1.8038182258605957,1.6999999999999993,bull,,,
sell,76820,234.16,679.5061931987979,0.0,CLOSE_LONG pred_ret=2.62% [bull],2020/06/01 15:05,sell,2,2.6151950359344482,2.499999999999999,bull,54.360495455893016,234.08,76810.0
buy,76913,235.53,675.5537307325203,0.0,OPEN_LONG pred_ret=0.96% [bull],2020/06/02 07:00,buy,3a,0.9645235538482666,0.5999999999999996,bull,,,
sell,76953,234.56,675.5537307325203,0.0,CLOSE_LONG pred_ret=2.62% [bull],2020/06/02 10:20,sell,2,2.622081995010376,-0.5,bull,-655.2871188105439,235.53,76913.0
buy,76958,232.92,680.3103343663918,0.0,OPEN_LONG pred_ret=1.02% [bull],2020/06/02 10:45,buy,2s,1.0237699747085571,0.5999999999999996,bull,,,
sell,76977,233.32,680.3103343663918,0.0,CLOSE_LONG pred_ret=1.84% [bull],2020/06/02 12:20,sell,2s,1.8357923030853271,-0.5,bull,272.1241337465606,232.92,76958.0
buy,77255,236.33,671.6456108592498,0.0,OPEN_LONG pred_ret=0.72% [bull],2020/06/04 04:00,buy,2s,0.719178318977356,0.24999999999999978,bull,,,
sell,77288,236.01,671.6456108592498,0.0,CLOSE_LONG pred_ret=2.28% [bull],2020/06/04 07:15,sell,2s,2.2821481227874756,2.2499999999999996,bull,-214.92659547497445,236.33,77255.0
buy,77303,235.75,672.3863440886174,0.0,OPEN_LONG pred_ret=0.60% [bull],2020/06/04 08:30,buy,2,0.5983943939208984,0.24999999999999978,bull,,,
sell,77311,236.29,672.3863440886174,0.0,CLOSE_LONG pred_ret=2.48% [bull],2020/06/04 09:10,sell,2s,2.4816672801971436,2.2499999999999996,bull,363.0886258078481,235.75,77303.0
buy,77330,237.145,669.9621296873196,0.0,OPEN_LONG pred_ret=0.55% [bull],2020/06/04 10:45,buy,2,0.5514001846313477,0.24999999999999978,bull,,,
sell,77364,235.565,669.9621296873196,0.0,CLOSE_LONG pred_ret=3.27% [bull],2020/06/04 13:35,sell,3a,3.2703566551208496,2.2499999999999996,bull,-1058.5401649059734,237.145,77330.0
buy,77375,235.21,670.973296542636,0.0,OPEN_LONG pred_ret=0.54% [bull],2020/06/04 14:30,buy,2,0.5430785417556763,0.24999999999999978,bull,,,
sell,77392,235.01,670.973296542636,0.0,CLOSE_LONG pred_ret=3.26% [bull],2020/06/04 15:55,sell,3a,3.264167308807373,2.2499999999999996,bull,-134.19465930853866,235.21,77375.0
buy,77412,235.3,670.146342628495,0.0,OPEN_LONG pred_ret=0.63% [bull],2020/06/04 17:35,buy,2,0.634531557559967,0.24999999999999978,bull,,,
sell,77541,240.035,670.146342628495,0.0,CLOSE_LONG pred_ret=3.27% [bull],2020/06/05 12:30,sell,1p,3.2726263999938965,2.349999999999999,bull,3173.142932345914,235.3,77412.0
buy,77584,239.41,671.8958161849163,0.0,OPEN_LONG pred_ret=1.68% [bull],2020/06/05 16:05,buy,1p,1.6796367168426514,0.7499999999999998,bull,,,
sell,77629,239.7,671.8958161849163,0.0,CLOSE_LONG pred_ret=2.48% [bull],2020/06/08 04:45,sell,2s,2.479276180267334,2.4499999999999993,bull,194.84978669362036,239.41,77584.0
buy,77640,239.71,671.8677866568955,0.0,OPEN_LONG pred_ret=1.33% [bull],2020/06/08 05:45,buy,2,1.3255733251571655,0.6499999999999997,bull,,,
sell,77700,239.215,671.8677866568955,0.0,CLOSE_LONG pred_ret=3.46% [bull],2020/06/08 10:45,sell,2,3.4604039192199707,2.4499999999999993,bull,-332.57455439516633,239.71,77640.0
buy,77718,239.25,671.7694987884191,0.0,OPEN_LONG pred_ret=0.94% [bull],2020/06/08 12:15,buy,2s,0.9434888958930969,0.6499999999999997,bull,,,
sell,77729,239.705,671.7694987884191,0.0,CLOSE_LONG pred_ret=2.58% [bull],2020/06/08 13:10,sell,2s,2.5786406993865967,2.4499999999999993,bull,305.6551219487391,239.25,77718.0
buy,77752,240.68,669.0481457000084,0.0,OPEN_LONG pred_ret=1.17% [bull],2020/06/08 15:05,buy,3a,1.1689764261245728,0.6499999999999997,bull,,,
sell,77855,240.3,669.0481457000084,0.0,CLOSE_LONG pred_ret=2.77% [bull],2020/06/09 07:45,sell,2,2.7695977687835693,1.4499999999999995,bull,-254.23829536600013,240.68,77752.0
buy,77955,242.89,661.9139092252132,0.0,OPEN_LONG pred_ret=1.81% [bull],2020/06/09 16:05,buy,1p,1.8107529878616333,-0.5,bull,,,
sell,77975,243.35,661.9139092252132,0.0,CLOSE_LONG pred_ret=2.21% [bull],2020/06/09 18:05,sell,2s,2.2146902084350586,1.4499999999999995,bull,304.4803982436033,242.89,77955.0
buy,78008,244.02,660.0965077041046,0.0,OPEN_LONG pred_ret=1.79% [bull],2020/06/10 04:55,buy,2,1.7901227474212646,-0.5,bull,,,
sell,78042,244.38,660.0965077041046,0.0,CLOSE_LONG pred_ret=2.20% [bull],2020/06/10 07:45,sell,1p,2.198744058609009,1.8499999999999996,bull,237.6347427734679,244.02,78008.0
buy,78140,246.22,655.1636120247302,0.0,OPEN_LONG pred_ret=1.68% [bull],2020/06/10 15:55,buy,3a,1.6811823844909668,-0.5,bull,,,
sell,78204,243.31,655.1636120247302,0.0,CLOSE_LONG pred_ret=2.51% [bull],2020/06/11 05:15,sell,2,2.5082576274871826,2.0499999999999994,bull,-1906.5261109919627,246.22,78140.0
buy,78228,242.17,658.2477534035476,0.0,OPEN_LONG pred_ret=2.21% [bull],2020/06/11 07:15,buy,1p,2.208526611328125,1.9999999999999996,bull,,,
sell,78277,241.85,658.2477534035476,0.0,CLOSE_LONG pred_ret=3.28% [bull],2020/06/11 11:20,sell,3a,3.279071569442749,2.0499999999999994,bull,-210.63928108913072,242.17,78228.0
buy,78282,240.54,661.8326231007233,0.0,OPEN_LONG pred_ret=2.04% [bull],2020/06/11 11:45,buy,1p,2.042961359024048,1.9999999999999996,bull,,,
sell,78445,239.05,661.8326231007233,0.0,CLOSE_LONG pred_ret=2.24% [bull],2020/06/12 09:20,sell,1p,2.2355895042419434,-0.5,bull,-986.1306084200648,240.54,78282.0
buy,78463,236.25,669.6765653004356,0.0,OPEN_LONG pred_ret=2.41% [bull],2020/06/12 10:50,buy,2s,2.405622959136963,2.349999999999999,bull,,,
sell,78474,236.6598,669.6765653004356,0.0,CLOSE_LONG pred_ret=2.55% [bull],2020/06/12 11:45,sell,2,2.546922206878662,-0.5,bull,274.4334564601118,236.25,78463.0
buy,78500,231.97,683.2155968818729,0.0,OPEN_LONG pred_ret=2.53% [bull],2020/06/12 13:55,buy,1p,2.525869369506836,2.349999999999999,bull,,,
sell,78507,234.25,683.2155968818729,0.0,CLOSE_LONG pred_ret=1.62% [bull],2020/06/12 14:30,sell,2s,1.618266224861145,-0.5,bull,1557.731560890671,231.97,78500.0
buy,78571,230.44,694.5116020203902,0.0,OPEN_LONG pred_ret=2.64% [bull],2020/06/15 04:05,buy,1,2.6355857849121094,2.349999999999999,bull,,,
sell,78579,231.62,694.5116020203902,0.0,CLOSE_LONG pred_ret=4.29% [bull],2020/06/15 04:45,sell,3a,4.294493675231934,-0.5,bull,819.5236903840652,230.44,78571.0
buy,78840,242.72,662.7504007084821,0.0,OPEN_LONG pred_ret=2.37% [bull],2020/06/16 10:40,buy,3a,2.3730947971343994,2.349999999999999,bull,,,
sell,78848,242.56,662.7504007084821,0.0,CLOSE_LONG pred_ret=5.05% [bull],2020/06/16 11:20,sell,2,5.0484938621521,-0.5,bull,-106.04006411335487,242.72,78840.0
buy,78895,241.255,666.3353596644605,0.0,OPEN_LONG pred_ret=3.35% [bull],2020/06/16 15:15,buy,1,3.3465077877044678,2.349999999999999,bull,,,
sell,78903,242.96,666.3353596644605,0.0,CLOSE_LONG pred_ret=4.35% [bull],2020/06/16 15:55,sell,2s,4.349613666534424,-0.5,bull,1136.1017882279134,241.255,78895.0
buy,78922,242.88,666.554837714416,0.0,OPEN_LONG pred_ret=2.69% [bull],2020/06/16 17:30,buy,2,2.6871771812438965,2.349999999999999,bull,,,
sell,78938,243.24,666.554837714416,0.0,CLOSE_LONG pred_ret=3.43% [bull],2020/06/16 18:50,sell,2s,3.4346823692321777,-0.5,bull,239.95974157719883,242.88,78922.0
buy,79000,244.67,662.6590866295604,0.0,OPEN_LONG pred_ret=2.64% [bull],2020/06/17 08:00,buy,1p,2.6354525089263916,2.1999999999999993,bull,,,
sell,79054,244.89,662.6590866295604,0.0,CLOSE_LONG pred_ret=5.30% [bull],2020/06/17 12:30,sell,2s,5.302748680114746,-0.5,bull,145.78499905850254,244.67,79000.0
buy,79077,245.1001,662.091054735241,0.0,OPEN_LONG pred_ret=2.24% [bull],2020/06/17 14:25,buy,2,2.2418816089630127,2.1999999999999993,bull,,,
sell,79149,243.8,662.091054735241,0.0,CLOSE_LONG pred_ret=5.21% [bull],2020/06/18 04:25,sell,1p,5.206782817840576,-0.5,bull,-860.7845802612777,245.1001,79077.0
buy,79186,243.5,662.906772667153,0.0,OPEN_LONG pred_ret=2.30% [bull],2020/06/18 07:35,buy,2s,2.3045034408569336,2.2999999999999994,bull,,,
sell,79200,243.86,662.906772667153,0.0,CLOSE_LONG pred_ret=5.49% [bull],2020/06/18 08:45,sell,2s,5.4894633293151855,-0.5,bull,238.64643816018412,243.5,79186.0
buy,79238,243.5,663.8868401749976,0.0,OPEN_LONG pred_ret=2.37% [bull],2020/06/18 11:55,buy,2s,2.370826244354248,2.2999999999999994,bull,,,
sell,79251,243.79,663.8868401749976,0.0,CLOSE_LONG pred_ret=5.60% [bull],2020/06/18 13:00,sell,2,5.595776557922363,-0.5,bull,192.527183650744,243.5,79238.0
buy,79274,243.1388,665.6649319905447,0.0,OPEN_LONG pred_ret=2.57% [bull],2020/06/18 14:55,buy,2s,2.57222056388855,2.2999999999999994,bull,,,
sell,79281,243.65,665.6649319905447,0.0,CLOSE_LONG pred_ret=4.96% [bull],2020/06/18 15:30,sell,2s,4.955384731292725,-0.5,bull,340.28791323356796,243.1388,79274.0
buy,79409,246.277,658.5643835173249,0.0,OPEN_LONG pred_ret=2.08% [bull],2020/06/19 10:45,buy,2,2.0772933959960938,-0.5,bull,,,
sell,79591,245.155,658.5643835173249,0.0,CLOSE_LONG pred_ret=5.68% [bull],2020/06/22 10:10,sell,1,5.683358192443848,-0.5,bull,-738.9092383064292,246.277,79409.0
buy,79627,246.05,656.168873973541,0.0,OPEN_LONG pred_ret=2.33% [bull],2020/06/22 13:10,buy,3a,2.3344149589538574,2.1999999999999993,bull,,,
sell,79646,246.46,656.168873973541,0.0,CLOSE_LONG pred_ret=5.53% [bull],2020/06/22 14:45,sell,1p,5.528388977050781,-0.5,bull,269.0292383291496,246.05,79627.0
buy,79836,250.0,646.8775227180757,0.0,OPEN_LONG pred_ret=1.96% [bull],2020/06/23 14:45,buy,2,1.9591000080108643,1.5999999999999996,bull,,,
sell,79933,247.9,646.8775227180757,0.0,CLOSE_LONG pred_ret=3.65% [bull],2020/06/24 07:15,sell,1p,3.6489391326904297,2.499999999999999,bull,-1358.4427977079554,250.0,79836.0
buy,79978,245.7635,652.5010340502596,0.0,OPEN_LONG pred_ret=1.88% [bull],2020/06/24 11:00,buy,1,1.877427577972412,1.6999999999999993,bull,,,
sell,80003,244.57,652.5010340502596,0.0,CLOSE_LONG pred_ret=4.07% [bull],2020/06/24 13:05,sell,2,4.0668840408325195,2.499999999999999,bull,-778.7599841389849,245.7635,79978.0
buy,80275,245.1,651.090077101885,0.0,OPEN_LONG pred_ret=1.90% [bull],2020/06/26 04:00,buy,2s,1.9031113386154175,-0.5,bull,,,
sell,80292,246.16,651.090077101885,0.0,CLOSE_LONG pred_ret=2.74% [bull],2020/06/26 05:30,sell,2,2.7437169551849365,2.499999999999999,bull,690.1554817279996,245.1,80275.0
buy,80316,246.24,650.8785468624106,0.0,OPEN_LONG pred_ret=1.79% [bull],2020/06/26 07:30,buy,2s,1.7880034446716309,-0.5,bull,,,
sell,80509,240.91,650.8785468624106,0.0,CLOSE_LONG pred_ret=2.06% [bull],2020/06/29 07:50,sell,1p,2.064695119857788,1.9999999999999996,bull,-3469.182654776657,246.24,80316.0
buy,80574,241.69,648.7779830552499,0.0,OPEN_LONG pred_ret=1.20% [bull],2020/06/29 13:15,buy,3a,1.1973187923431396,-0.5,bull,,,
sell,80580,242.44,648.7779830552499,0.0,CLOSE_LONG pred_ret=2.60% [bull],2020/06/29 13:45,sell,1p,2.604004144668579,1.9999999999999996,bull,486.58348729143745,241.69,80574.0
buy,80708,242.67,648.1630783035183,0.0,OPEN_LONG pred_ret=2.28% [bull],2020/06/30 08:30,buy,1,2.275848388671875,-0.5,bull,,,
sell,80720,243.3,648.1630783035183,0.0,CLOSE_LONG pred_ret=2.76% [bull],2020/06/30 09:30,sell,2s,2.755563735961914,1.9999999999999996,bull,408.342739331232,242.67,80708.0
buy,80748,245.8099,641.5448562130574,0.0,OPEN_LONG pred_ret=1.20% [bull],2020/06/30 11:50,buy,2,1.2036768198013306,-0.5,bull,,,
sell,80753,246.39,641.5448562130574,0.0,CLOSE_LONG pred_ret=3.66% [bull],2020/06/30 12:15,sell,1p,3.6559317111968994,1.9999999999999996,bull,372.1601710891865,245.8099,80748.0
buy,80759,245.47,643.9493099862924,0.0,OPEN_LONG pred_ret=1.22% [bull],2020/06/30 12:45,buy,2s,1.2223517894744873,-0.5,bull,,,
sell,80773,245.65,643.9493099862924,0.0,CLOSE_LONG pred_ret=2.99% [bull],2020/06/30 13:55,sell,2,2.9860031604766846,1.9999999999999996,bull,115.91087579753703,245.47,80759.0
buy,80789,246.045,642.9155154469009,0.0,OPEN_LONG pred_ret=1.53% [bull],2020/06/30 15:15,buy,2s,1.5251755714416504,-0.5,bull,,,
sell,80790,246.49,642.9155154469009,0.0,CLOSE_LONG pred_ret=3.28% [bull],2020/06/30 15:20,sell,1,3.2779345512390137,1.9999999999999996,bull,286.0974043738848,246.045,80789.0
buy,80873,246.4,643.150346601082,0.0,OPEN_LONG pred_ret=2.44% [bull],2020/07/01 06:50,buy,3a,2.4363131523132324,-0.5,bull,,,
sell,80905,248.22,643.150346601082,0.0,CLOSE_LONG pred_ret=3.77% [bull],2020/07/01 09:30,sell,1,3.767423152923584,2.1999999999999993,bull,1170.533630813965,246.4,80873.0
buy,80948,249.6,639.5944672809318,0.0,OPEN_LONG pred_ret=1.56% [bull],2020/07/01 13:05,buy,3a,1.5561137199401855,-0.5,bull,,,
sell,80954,250.41,639.5944672809318,0.0,CLOSE_LONG pred_ret=3.47% [bull],2020/07/01 13:35,sell,2,3.4700632095336914,2.1999999999999993,bull,518.0715184975562,249.6,80948.0
buy,81166,253.155,632.6592425660884,0.0,OPEN_LONG pred_ret=1.54% [bull],2020/07/02 15:30,buy,1,1.5449059009552002,-0.5,bull,,,
sell,81202,252.76,632.6592425660884,0.0,CLOSE_LONG pred_ret=3.30% [bull],2020/07/02 18:35,sell,3a,3.2986109256744385,2.499999999999999,bull,-249.9004008136114,253.155,81166.0
buy,81209,252.56,633.1602397489884,0.0,OPEN_LONG pred_ret=1.39% [bull],2020/07/02 19:20,buy,2,1.3914767503738403,-0.5,bull,,,
sell,81263,255.67,633.1602397489884,0.0,CLOSE_LONG pred_ret=4.75% [bull],2020/07/06 08:00,sell,1p,4.748568534851074,2.2499999999999996,bull,1969.1283456193444,252.56,81209.0
buy,81488,259.805,623.0829987745573,0.0,OPEN_LONG pred_ret=4.41% [bull],2020/07/07 10:45,buy,3a,4.412101745605469,-0.5,bull,,,
sell,81494,260.73,623.0829987745573,0.0,CLOSE_LONG pred_ret=2.30% [bull],2020/07/07 11:15,sell,1,2.3025269508361816,2.2499999999999996,bull,576.3517738664725,259.805,81488.0
buy,81502,259.97,624.9045284859419,0.0,OPEN_LONG pred_ret=4.87% [bull],2020/07/07 11:55,buy,3a,4.867002964019775,-0.5,bull,,,
sell,81643,258.16,624.9045284859419,0.0,CLOSE_LONG pred_ret=2.16% [bull],2020/07/08 07:50,sell,1p,2.156697988510132,-0.5,bull,-1131.0771965595563,259.97,81502.0
buy,81651,257.64,626.1657858792531,0.0,OPEN_LONG pred_ret=4.37% [bull],2020/07/08 08:30,buy,2s,4.366360187530518,-0.5,bull,,,
sell,81657,257.88,626.1657858792531,0.0,CLOSE_LONG pred_ret=2.01% [bull],2020/07/08 09:00,sell,2,2.007368326187134,-0.5,bull,150.27978861102645,257.64,81651.0
buy,81682,258.0576,625.7348470362501,0.0,OPEN_LONG pred_ret=3.96% [bull],2020/07/08 11:05,buy,2s,3.9597623348236084,-0.5,bull,,,
sell,81693,258.52,625.7348470362501,0.0,CLOSE_LONG pred_ret=1.74% [bull],2020/07/08 12:00,sell,2,1.7413114309310913,-0.5,bull,289.33979326956353,258.0576,81682.0
buy,81710,258.49,625.8074689767935,0.0,OPEN_LONG pred_ret=4.35% [bull],2020/07/08 13:25,buy,2s,4.352837562561035,-0.5,bull,,,
sell,81728,258.64,625.8074689767935,0.0,CLOSE_LONG pred_ret=2.10% [bull],2020/07/08 14:55,sell,2s,2.0952751636505127,-0.5,bull,93.8711203465048,258.49,81710.0
buy,81773,260.33,621.7448767954438,0.0,OPEN_LONG pred_ret=4.91% [bull],2020/07/08 18:40,buy,3a,4.908555030822754,-0.5,bull,,,
sell,81782,260.47,621.7448767954438,0.0,CLOSE_LONG pred_ret=1.81% [bull],2020/07/08 19:25,sell,2,1.8148616552352905,-0.5,bull,87.04428275138899,260.33,81773.0
buy,82047,259.54,623.972752018607,0.0,OPEN_LONG pred_ret=3.62% [bull],2020/07/10 10:00,buy,1,3.618668794631958,-0.5,bull,,,
sell,82104,262.97,623.972752018607,0.0,CLOSE_LONG pred_ret=2.77% [bull],2020/07/10 14:45,sell,1p,2.7735602855682373,1.9999999999999996,bull,2140.226539423826,259.54,82047.0
buy,82269,268.25,611.6910143460693,0.0,OPEN_LONG pred_ret=3.84% [bull],2020/07/13 12:45,buy,1p,3.8394789695739746,-0.5,bull,,,
sell,82402,260.31,611.6910143460693,0.0,CLOSE_LONG pred_ret=1.71% [bull],2020/07/14 07:50,sell,1p,1.7070167064666748,-0.5,bull,-4856.8266539077895,268.25,82269.0
buy,82409,259.3,614.0736133606838,0.0,OPEN_LONG pred_ret=3.64% [bull],2020/07/14 08:25,buy,2s,3.643622636795044,2.499999999999999,bull,,,
sell,82424,258.85,614.0736133606838,0.0,CLOSE_LONG pred_ret=3.29% [bull],2020/07/14 09:40,sell,2,3.2930970191955566,-0.5,bull,-276.33312601230074,259.3,82409.0
buy,82430,252.99,628.2973825780189,0.0,OPEN_LONG pred_ret=3.32% [bull],2020/07/14 10:10,buy,1p,3.322688341140747,2.499999999999999,bull,,,
sell,82436,256.77,628.2973825780189,0.0,CLOSE_LONG pred_ret=2.36% [bull],2020/07/14 10:40,sell,2s,2.358865737915039,-0.5,bull,2374.9641061448942,252.99,82430.0
buy,82454,257.32,626.9544494192363,0.0,OPEN_LONG pred_ret=3.30% [bull],2020/07/14 12:10,buy,2,3.3019042015075684,2.499999999999999,bull,,,
sell,82456,258.48,626.9544494192363,0.0,CLOSE_LONG pred_ret=3.07% [bull],2020/07/14 12:20,sell,2s,3.0688631534576416,-0.5,bull,727.2671613263298,257.32,82454.0
buy,82463,256.88,630.8594911471669,0.0,OPEN_LONG pred_ret=3.68% [bull],2020/07/14 12:55,buy,2,3.6809520721435547,2.499999999999999,bull,,,
sell,82470,257.82,630.8594911471669,0.0,CLOSE_LONG pred_ret=2.67% [bull],2020/07/14 13:30,sell,2s,2.671096086502075,-0.5,bull,593.0079216783354,256.88,82463.0
buy,82488,257.68,631.2022431215561,0.0,OPEN_LONG pred_ret=3.15% [bull],2020/07/14 15:00,buy,2s,3.154649257659912,2.499999999999999,bull,,,
sell,82497,259.62,631.2022431215561,0.0,CLOSE_LONG pred_ret=2.48% [bull],2020/07/14 15:45,sell,2s,2.480689287185669,-0.5,bull,1224.5323516558174,257.68,82488.0
buy,82552,260.87,628.1777374141082,0.0,OPEN_LONG pred_ret=2.84% [bull],2020/07/15 04:20,buy,3a,2.8422186374664307,2.3999999999999995,bull,,,
sell,82575,261.17,628.1777374141082,0.0,CLOSE_LONG pred_ret=0.93% [bull],2020/07/15 06:15,sell,2,0.9311807751655579,-0.5,bull,188.45332122423957,260.87,82552.0
buy,82736,258.32,635.1083140308248,0.0,OPEN_LONG pred_ret=3.69% [bull],2020/07/16 04:00,buy,1,3.6948561668395996,2.499999999999999,bull,,,
sell,82756,256.85,635.1083140308248,0.0,CLOSE_LONG pred_ret=1.45% [bull],2020/07/16 05:40,sell,3a,1.4501056671142578,1.4499999999999995,bull,-933.6092216252937,258.32,82736.0
buy,82808,256.73,635.4051745367403,0.0,OPEN_LONG pred_ret=2.96% [bull],2020/07/16 10:00,buy,2,2.9585068225860596,2.499999999999999,bull,,,
sell,82857,258.91,635.4051745367403,0.0,CLOSE_LONG pred_ret=2.56% [bull],2020/07/16 14:05,sell,1p,2.5617105960845947,1.4499999999999995,bull,1385.1832804900982,256.73,82808.0
buy,83358,268.65,612.3683370158477,0.0,OPEN_LONG pred_ret=2.65% [bull],2020/07/21 09:00,buy,1,2.6482224464416504,2.4499999999999993,bull,,,
sell,83400,264.93,612.3683370158477,0.0,CLOSE_LONG pred_ret=5.77% [bull],2020/07/21 12:30,sell,3a,5.767662525177002,1.6999999999999993,bull,-2278.0102136989353,268.65,83358.0
buy,83426,265.71,610.5707106454727,0.0,OPEN_LONG pred_ret=2.47% [bull],2020/07/21 14:40,buy,2,2.4743289947509766,2.4499999999999993,bull,,,
sell,83547,264.89,610.5707106454727,0.0,CLOSE_LONG pred_ret=5.81% [bull],2020/07/22 08:45,sell,1p,5.809309005737305,-0.5,bull,-500.66798272928344,265.71,83426.0
buy,83570,264.3863,611.7339496898261,0.0,OPEN_LONG pred_ret=1.58% [bull],2020/07/22 10:40,buy,2s,1.5770350694656372,1.4999999999999996,bull,,,
sell,83582,264.4201,611.7339496898261,0.0,CLOSE_LONG pred_ret=4.05% [bull],2020/07/22 11:40,sell,2,4.051450729370117,-0.5,bull,20.676607499507053,264.3863,83570.0
buy,83694,265.77,608.6268282739917,0.0,OPEN_LONG pred_ret=2.56% [bull],2020/07/23 05:00,buy,3a,2.5562283992767334,2.499999999999999,bull,,,
sell,83706,266.13,608.6268282739917,0.0,CLOSE_LONG pred_ret=5.60% [bull],2020/07/23 06:05,sell,2,5.597292423248291,-0.5,bull,219.1056581786453,265.77,83694.0
buy,83755,263.23,615.3320586884374,0.0,OPEN_LONG pred_ret=2.54% [bull],2020/07/23 10:10,buy,1p,2.540234088897705,2.499999999999999,bull,,,
sell,83945,253.73,615.3320586884374,0.0,CLOSE_LONG pred_ret=3.32% [bull],2020/07/24 10:00,sell,3a,3.3179514408111572,-0.5,bull,-5845.654557540173,263.23,83755.0
buy,83973,254.73,612.9164340714374,0.0,OPEN_LONG pred_ret=2.51% [bull],2020/07/24 12:20,buy,2,2.5109050273895264,2.499999999999999,bull,,,
sell,84067,256.75,612.9164340714374,0.0,CLOSE_LONG pred_ret=2.32% [bull],2020/07/27 04:35,sell,1,2.3150055408477783,-0.5,bull,1238.0911968243097,254.73,83973.0
